Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Societal Technologies and Solutions pvt.ltd","3.0","8","Software company","11, Gajanan Chowk, Reshim Bagh, Nagpur, Maharashtra 440024","","079726 07010","https://www.google.com/maps/place/Societal+Technologies+and+Solutions+pvt.ltd/data=!4m7!3m6!1s0x3bd4c753211d94ed:0x43bb53184cc35fe8!8m2!3d21.1326688!4d79.1124309!16s%2Fg%2F11f554bgxt!19sChIJ7ZQdIVPH1DsR6F_DTBhTu0M?authuser=0&hl=en&rclk=1"
"OSC Professionals (Nagpur Soft Embedded Technology Pvt. Ltd.)","4.5","40","E-commerce service","34, Mantri House, 34, Cement Rd, Om Sai Nagar, Shivaji Nagar, Nagpur, Maharashtra 440010","http://www.oscprofessionals.com/","092252 37076","https://www.google.com/maps/place/OSC+Professionals+%28Nagpur+Soft+Embedded+Technology+Pvt.+Ltd.%29/data=!4m7!3m6!1s0x3bd4c066b045246f:0x4d4c6226df7a096b!8m2!3d21.1382748!4d79.0573411!16s%2Fg%2F1v3dql4l!19sChIJbyRFsGbA1DsRawl63yZiTE0?authuser=0&hl=en&rclk=1"
"STOP & THINK InfoConnect Private Limited","4.5","16","Software company","STOP & THINK, 4/82, near Parivartan Coching Classes, Raje Raghuji Nagar, Nagpur, Maharashtra 440024","http://www.stopnthinks.com/","095959 39264","https://www.google.com/maps/place/STOP+%26+THINK+InfoConnect+Private+Limited/data=!4m7!3m6!1s0x3bd4bf55246642cd:0xa1215058f17831f4!8m2!3d21.122472!4d79.111207!16s%2Fg%2F11bwl2z459!19sChIJzUJmJFW_1DsR9DF48VhQIaE?authuser=0&hl=en&rclk=1"
"TECHCLASS OF EDUCATION","4.8","38","Software Training Institute","1st floor, Plot 131, Hudkeshwar Rd, near overhead water tank, Nilkanth Nagar, Chandrakiran Nagar, Nagpur, Maharashtra 440024","http://techclassofeducation.com/","095955 06516","https://www.google.com/maps/place/TECHCLASS+OF+EDUCATION/data=!4m7!3m6!1s0x3bd4b8b375462e63:0xc8aef64d05d6e2fb!8m2!3d21.0977149!4d79.1242296!16s%2Fg%2F11c0y29ftf!19sChIJYy5GdbO41DsR--LWBU32rsg?authuser=0&hl=en&rclk=1"
"VSoft Technology","","","Software Training Institute","10, Beltarodi Rd, Dattatray Society, Shyam Nagar, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015","","099704 05007","https://www.google.com/maps/place/VSoft+Technology/data=!4m7!3m6!1s0x3bd4bf0c31c9ae59:0x4ed9c4346a3fdc1a!8m2!3d21.091898!4d79.072481!16s%2Fg%2F11b_3g1xd8!19sChIJWa7JMQy_1DsRGtw_ajTE2U4?authuser=0&hl=en&rclk=1"
"Soft Solution Technology","3.0","2","Software company","44P8+MX2, Opp. Homoeopathy ,S D hospital ,Jagande Square, SD Hospital Rd, New Nandanvan Colony, Azamshah Layout, Nagpur, Maharashtra 440009","","088066 72798","https://www.google.com/maps/place/Soft+Solution+Technology/data=!4m7!3m6!1s0x3bd4c74e3809aaf7:0x7e8d13c3b861a356!8m2!3d21.1366451!4d79.1173933!16s%2Fg%2F11c561_c46!19sChIJ96oJOE7H1DsRVqNhuMMTjX4?authuser=0&hl=en&rclk=1"
"RS Infotech System","5.0","10","Software company","Beltarodi Road, Near Lohar Samaj Bhawan Plot No. 202, Rahate Nagar, Rameshwari Rd, Bhagwan Nagar, Nagpur, Maharashtra 440027","https://www.rsinfotechsys.com/","079721 92831","https://www.google.com/maps/place/RS+Infotech+System/data=!4m7!3m6!1s0x3bd4bfc26a49679f:0x65dc6b6feb919398!8m2!3d21.1001385!4d79.0872151!16s%2Fg%2F11ng6t3s49!19sChIJn2dJasK_1DsRmJOR629r3GU?authuser=0&hl=en&rclk=1"
"Cre80 Technology","4.6","5","Software company","Shri Krishana Super Market, Manish Nagar, Nagpur, Maharashtra 440015","","","https://www.google.com/maps/place/Cre80+Technology/data=!4m7!3m6!1s0x3bd4bfe302633771:0x75b3605534da05ec!8m2!3d21.0933388!4d79.0700127!16s%2Fg%2F11k7ygz7dm!19sChIJcTdjAuO_1DsR7AXaNFVgs3U?authuser=0&hl=en&rclk=1"
"VniVid Technologies","5.0","3","Software company","Swaraj Nagar, Omkar Nagar, Nagpur, Maharashtra 440027","http://www.vnivid.in/","095611 82250","https://www.google.com/maps/place/VniVid+Technologies/data=!4m7!3m6!1s0x3bd4bf8ab56aa19d:0x60f817b81a743cf1!8m2!3d21.1024767!4d79.0930145!16s%2Fg%2F11rgh4f_5t!19sChIJnaFqtYq_1DsR8Tx0GrgX-GA?authuser=0&hl=en&rclk=1"
"TARS Technologies","4.5","63","Software company","181, Gotmare Complex, Giripeth, W High Ct Rd, near Venus Book Depot, Dharampeth, Nagpur, Maharashtra 440010","http://tars.co.in/","091121 17415","https://www.google.com/maps/place/TARS+Technologies/data=!4m7!3m6!1s0x3bd4c16fe7f30a71:0x96d1eb35911d1226!8m2!3d21.1400288!4d79.0574409!16s%2Fg%2F11tjpvnps5!19sChIJcQrz52_B1DsRJhIdkTXr0ZY?authuser=0&hl=en&rclk=1"
"Torinit Technologies Inc.","4.2","18","Software company","402, Shantiniketan, Laxminagar, Nagpur, Maharashtra 440022","http://www.torinit.com/","","https://www.google.com/maps/place/Torinit+Technologies+Inc./data=!4m7!3m6!1s0x3bc2c10764f050bd:0x46893c6bebcaa90f!8m2!3d21.1242531!4d79.0636613!16s%2Fg%2F11clzqrvsc!19sChIJvVDwZAfBwjsRD6nK62s8iUY?authuser=0&hl=en&rclk=1"
"TCBS Technologies","5.0","1","Computer support and services","Shop No. 4 ,Sai Vaibhav Plaza Ruikar Road, Landmark:, opp. Police Chowki, behind Chitnis Park, Jalalpura, Mahal, Nagpur, Maharashtra 440032","","093708 14583","https://www.google.com/maps/place/TCBS+Technologies/data=!4m7!3m6!1s0x3bd4c18691e9b2db:0xffeb55835076da12!8m2!3d21.1471952!4d79.1052305!16s%2Fg%2F11rnk2vflt!19sChIJ27LpkYbB1DsREtp2UINV6_8?authuser=0&hl=en&rclk=1"
"CodebergIT (Hiring & Tech Partner)","4.9","29","Software company","31, Khobragade Layout, Gajanan Nagar Dighori Naka, Umred Rd, Nagpur, Maharashtra 440009","http://codebergit.com/","070306 87775","https://www.google.com/maps/place/CodebergIT+%28Hiring+%26+Tech+Partner%29/data=!4m7!3m6!1s0x3bd4b93e311917b9:0xf6150de3cb0ccf37!8m2!3d21.1060824!4d79.1404949!16s%2Fg%2F11ghpzb2fz!19sChIJuRcZMT651DsRN88My-MNFfY?authuser=0&hl=en&rclk=1"
"Nooph Technologies","","","Software company","4356+25G, Ashok Colony, Khamla, Nagpur, Maharashtra 440025","http://noophtechnologies.com/","094066 00635","https://www.google.com/maps/place/Nooph+Technologies/data=!4m7!3m6!1s0x3bd4bf9cc97f1367:0xc1b3dac101b50ffe!8m2!3d21.1075627!4d79.0604509!16s%2Fg%2F11y287y07k!19sChIJZxN_yZy_1DsR_g-1AcHas8E?authuser=0&hl=en&rclk=1"
"Anishree Technologies","5.0","66","Software company","Plot, no 9, F.C.I. Housing Society, 120, Railway Crossing Rd, Narendra Nagar Extension, New Narendra Nagar, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015","http://www.anishreetech.com/","096579 59184","https://www.google.com/maps/place/Anishree+Technologies/data=!4m7!3m6!1s0x3bd4bf30840803d1:0x94ed551db84354f0!8m2!3d21.0974767!4d79.0747446!16s%2Fg%2F11s5l_c_46!19sChIJ0QMIhDC_1DsR8FRDuB1V7ZQ?authuser=0&hl=en&rclk=1"
"AnkHub Technology Services","4.7","410","Software company","3rd Floor, Telephone Exchange Square, Plot No. 170, behind Doctor Dalvi Hospital Complex, Garoba Maidan, Bagadganj, Nagpur, Maharashtra 440008","https://ankhub.in/","090210 70048","https://www.google.com/maps/place/AnkHub+Technology+Services/data=!4m7!3m6!1s0x3bd4c73faaaaaacb:0xeb84a5ce0f2d6f64!8m2!3d21.1475097!4d79.1208381!16s%2Fg%2F11gf01jf6d!19sChIJy6qqqj_H1DsRZG8tD86lhOs?authuser=0&hl=en&rclk=1"
"Skysoft Technology","4.4","7","Software company","Ajni Rd, Ajni Medical Colony, Dhantoli, Nagpur, Maharashtra 440012","","","https://www.google.com/maps/place/Skysoft+Technology/data=!4m7!3m6!1s0x3bd4c1b81fdfeb49:0x12f9392d84533e93!8m2!3d21.1255619!4d79.0816761!16s%2Fg%2F11kp_1flj0!19sChIJSevfH7jB1DsRkz5ThC05-RI?authuser=0&hl=en&rclk=1"
"Inarrch Technologies | Website development Digital marketing SEO Graphics design , SMM","4.9","96","Software company","Plot No. 538, 1st floor, Juni Shukrawari Rd, beside Kurve Hospital, opposite Manoj Metal Mart, Sakkardara, Azamshah Layout, Nagpur, Maharashtra 440009","https://inarrchtechnologies.com/","077200 36584","https://www.google.com/maps/place/Inarrch+Technologies+%7C+Website+development+Digital+marketing+SEO+Graphics+design+,+SMM/data=!4m7!3m6!1s0x3bd4b91a99a74d83:0x819c02774de914f0!8m2!3d21.1299389!4d79.1132606!16s%2Fg%2F11jmytqmzw!19sChIJg02nmRq51DsR8BTpTXcCnIE?authuser=0&hl=en&rclk=1"
"Kei Technology","5.0","14","Software company","","","","https://www.google.com/maps/place/Kei+Technology/data=!4m7!3m6!1s0x531848f18e74fcf:0xa778cdc57fae1aa2!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11vs3ny8rf!19sChIJz0_nGI-EMQURohquf8XNeKc?authuser=0&hl=en&rclk=1"
"Sabertooth Technologies","3.5","24","Software company","H.No. 336, B/701, Rajakothi, Civil Lines, Nagpur, Maharashtra 440001","https://www.sabertoothtech.in/","091759 98527","https://www.google.com/maps/place/Sabertooth+Technologies/data=!4m7!3m6!1s0x3bd4c1ad125957d3:0x9d43bb2a4c415cc8!8m2!3d21.1487818!4d79.066928!16s%2Fg%2F11fm180lxg!19sChIJ01dZEq3B1DsRyFxBTCq7Q50?authuser=0&hl=en&rclk=1"
"Uphill Technologies Pvt. Ltd.","4.7","7","Software company","Plot No. 3, Omkar Nagar Rd, Central Railway Colony, Omkar Nagar, Nagpur, Maharashtra 440027","http://www.uphilltech.com/","0712 295 0381","https://www.google.com/maps/place/Uphill+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3bd4bfdbdee4f129:0x4f28f903a6393c95!8m2!3d21.0969909!4d79.0918564!16s%2Fg%2F11ncj96qh9!19sChIJKfHk3tu_1DsRlTw5pgP5KE8?authuser=0&hl=en&rclk=1"
"Miprotecz | Digital Marketing | Cloud Computing |","5.0","2","Software company","Nandanvan, Nagpur, Maharashtra 440024","http://www.miprotecz.com/","077680 05685","https://www.google.com/maps/place/Miprotecz+%7C+Digital+Marketing+%7C+Cloud+Computing+%7C/data=!4m7!3m6!1s0x3bd4c747a3bd5355:0x5cb3c3cb574e2850!8m2!3d21.1206104!4d79.1257139!16s%2Fg%2F11t79m7v19!19sChIJVVO9o0fH1DsRUChOV8vDs1w?authuser=0&hl=en&rclk=1"
"LOGIXSPIRE TECHNOLOGIES PVT LTD","","","Software company","238, Shambhav Victory, opp. Petrol Pump, Besa, Nagpur, Maharashtra 440037","http://www.logixspire.com/","084218 94334","https://www.google.com/maps/place/LOGIXSPIRE+TECHNOLOGIES+PVT+LTD/data=!4m7!3m6!1s0x3bd4bfc13823f929:0x520fa10ecb6d692c!8m2!3d21.088209!4d79.0820627!16s%2Fg%2F11smhgzcbq!19sChIJKfkjOMG_1DsRLGltyw6hD1I?authuser=0&hl=en&rclk=1"
"Kstar Technology,32chatrapati suare Nagpur,Maharashtra-440015","","","Software company","32,pragati colony,Chatrapati sq, Wardha Rd, Nagpur, Maharashtra 440015","https://www.kstartechnology.com/","097663 13023","https://www.google.com/maps/place/Kstar+Technology,32chatrapati+suare+Nagpur,Maharashtra-440015/data=!4m7!3m6!1s0x3bd4bfbafe32acd5:0xc322aba1899fffc0!8m2!3d21.0904303!4d79.064967!16s%2Fg%2F11s2nqmhtp!19sChIJ1awy_rq_1DsRwP-fiaGrIsM?authuser=0&hl=en&rclk=1"
"Shwenik Technology","5.0","15","Computer store","800 Sudampuri, Umred Rd, opposite SBI Bank, near by Shree Hospital, Sakkardara, Nagpur, Maharashtra 440009","","084329 66938","https://www.google.com/maps/place/Shwenik+Technology/data=!4m7!3m6!1s0x3bd4c77c5ca86973:0xa9427eed989e05d!8m2!3d21.1257741!4d79.1166923!16s%2Fg%2F11qgb9m62h!19sChIJc2moXHzH1DsRXeCJ2e4nlAo?authuser=0&hl=en&rclk=1"
"NJ SOFT-TECH","","","Software company","Central Railway Colony, Omkar Nagar, Nagpur, Maharashtra 440027","http://njsofttech.com/","086239 74741","https://www.google.com/maps/place/NJ+SOFT-TECH/data=!4m7!3m6!1s0x3bd4b075d9ce8be1:0xfb9ded3c032d2405!8m2!3d21.0959251!4d79.0914043!16s%2Fg%2F11p16tjqv8!19sChIJ4YvO2XWw1DsRBSQtAzztnfs?authuser=0&hl=en&rclk=1"
"Magnify 360 Hi-Tech Solutions Pvt. Ltd","5.0","7","Software company","15B, Vikas Nagar, Sawarkar Nagar, Vivekanand Nagar, Nagpur, Maharashtra 440015","http://magnify360solutions.com/","086031 58387","https://www.google.com/maps/place/Magnify+360+Hi-Tech+Solutions+Pvt.+Ltd/data=!4m7!3m6!1s0x3bd4bf79658c347b:0xa7e17aacdff55b6c!8m2!3d21.111863!4d79.069293!16s%2Fg%2F11sff168xp!19sChIJezSMZXm_1DsRbFv136x64ac?authuser=0&hl=en&rclk=1"
"Meeting Minds Technologies & IT Services","","","Software company","","https://meeting-minds.in/","","https://www.google.com/maps/place/Meeting+Minds+Technologies+%26+IT+Services/data=!4m7!3m6!1s0x891d3defe4b6b3d9:0xbe015822d70dd54b!8m2!3d20.8088943!4d80.9369454!16s%2Fg%2F11vlvyd4mh!19sChIJ2bO25O89HYkRS9UN1yJYAb4?authuser=0&hl=en&rclk=1"
"Rktechnify","","","Software company","","https://www.rktechnify.com/","095524 76390","https://www.google.com/maps/place/Rktechnify/data=!4m7!3m6!1s0x6182470b1791c32d:0x3f8fc6fff6081132!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11ld8hm5d7!19sChIJLcORFwtHgmERMhEI9v_Gjz8?authuser=0&hl=en&rclk=1"
"QICE Technologies","4.3","11","Software company","117, Rajiv Nagar, Jai Prakash Nagar, Somalwada, Nagpur, Maharashtra 440025","http://qicesolutions.com/","097637 92442","https://www.google.com/maps/place/QICE+Technologies/data=!4m7!3m6!1s0x3bd4c07534e8dbaf:0x16f5c6c574d22b35!8m2!3d21.1011313!4d79.0661647!16s%2Fg%2F11b6pcpp61!19sChIJr9voNHXA1DsRNSvSdMXG9RY?authuser=0&hl=en&rclk=1"
"Techgicus Software Solutions Private Limited","5.0","25","Software company","near Shivshankar Lawn, Mitra Vihar Nagar, New Sahakar Nagar, Kharbi, Nagpur, Maharashtra 440024","http://www.techgicus.com/","092846 14144","https://www.google.com/maps/place/Techgicus+Software+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bd4b99d4acef023:0xca41b7c4a70141fd!8m2!3d21.1224136!4d79.1366391!16s%2Fg%2F11thsm6v6n!19sChIJI_DOSp251DsR_UEBp8S3Qco?authuser=0&hl=en&rclk=1"
"GREAMIO TECHNOLOGIES PRIVATE LIMITED","4.4","11","Software company","PLOT NO.2, Atrey Layout, Tatya Tope Nagar, Pratap Nagar, Nagpur, Maharashtra 440022","https://greamio.com/","","https://www.google.com/maps/place/GREAMIO+TECHNOLOGIES+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3bd4bf3585169fb3:0xb52fa11eed5e62d7!8m2!3d21.1141249!4d79.0605029!16s%2Fg%2F11rjvrnt6c!19sChIJs58WhTW_1DsR12Je7R6hL7U?authuser=0&hl=en&rclk=1"
"SOFTTRONIX IT SOLUTION & SERVICES","5.0","1","Software company","Nandanvan Main Rd, opp. Indian Oil petrol pump, Mire Layout, Bapu Nagar, Nandanvan, Nagpur, Maharashtra 440024","https://www.softtronix.in/","","https://www.google.com/maps/place/SOFTTRONIX+IT+SOLUTION+%26+SERVICES/data=!4m7!3m6!1s0x3bd4c76a8fad7de5:0x8e1c4d02d5759de6!8m2!3d21.1272901!4d79.1195733!16s%2Fg%2F11y3151r5p!19sChIJ5X2tj2rH1DsR5p111QJNHI4?authuser=0&hl=en&rclk=1"
"HeadsWorth Technologies","","","Software company","","","04107 343 436","https://www.google.com/maps/place/HeadsWorth+Technologies/data=!4m7!3m6!1s0x3bd4bfa1ae84bc17:0x8c9fc7b9adacc851!8m2!3d40.266869!4d-179.3878585!16s%2Fg%2F11j8hz7bk_!19sChIJF7yErqG_1DsRUcisrbnHn4w?authuser=0&hl=en&rclk=1"
"Payas Technologies","4.9","14","Software Training Institute","653, "RajBhavan",, Tekdi Road, Sitabuldi, Nagpur, Maharashtra 440012","http://www.payastechnologies.com/","087675 91462","https://www.google.com/maps/place/Payas+Technologies/data=!4m7!3m6!1s0x3bd4c0eaaf54c709:0x3c5efddb7cb647de!8m2!3d21.1457114!4d79.087055!16s%2Fg%2F11fx7nl2f8!19sChIJCcdUr-rA1DsR3ke2fNv9Xjw?authuser=0&hl=en&rclk=1"
"iVizion Technology- Best Digital Marketing & SEO company in Nagpur","4.7","28","Marketing agency","Surdham Apartments, Central Park Rd, Godhni, Dhantoli, Nagpur, Maharashtra 440012","https://www.iviziontech.com/","090945 46546","https://www.google.com/maps/place/iVizion+Technology-+Best+Digital+Marketing+%26+SEO+company+in+Nagpur/data=!4m7!3m6!1s0x3bd4c08a97615f7f:0x3ea10d27e888ee47!8m2!3d21.1379016!4d79.0808643!16s%2Fg%2F12vt7nvmb!19sChIJf19hl4rA1DsRR-6I6CcNoT4?authuser=0&hl=en&rclk=1"
"MIMAG Technologies","5.0","2","Software company","Flat no.202, Himgiri plaza, Rachana Society, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015","https://mimagtech.com/","074107 20297","https://www.google.com/maps/place/MIMAG+Technologies/data=!4m7!3m6!1s0x3bd4bffae5a306a3:0x7cb183776073117a!8m2!3d21.0938555!4d79.0750191!16s%2Fg%2F11p5ht6nqz!19sChIJowaj5fq_1DsRehFzYHeDsXw?authuser=0&hl=en&rclk=1"
"Data U Technologies","","","Software company","Plot No 19, Shankar Nagar, Kasturba Layout, East Shankar Nagar, Ramdaspeth, Nagpur, Maharashtra 440010","https://datautechnologies.com/","","https://www.google.com/maps/place/Data+U+Technologies/data=!4m7!3m6!1s0x3bd4c1f666e0cdbd:0xb1ced3acfc572455!8m2!3d21.1350376!4d79.0681923!16s%2Fg%2F11rqqhrbcg!19sChIJvc3gZvbB1DsRVSRX_KzTzrE?authuser=0&hl=en&rclk=1"
"Vintech Solution","4.0","1","Software company","Plot No. 13-Mirey Layout, Behind Datta Temple, Umrer Road, MSH 9, Bapu Nagar, Nandanvan, Nagpur, Maharashtra 440024","","090492 60499","https://www.google.com/maps/place/Vintech+Solution/data=!4m7!3m6!1s0x3bd4c759da1a835b:0x2fd6f626f074b71d!8m2!3d21.1262036!4d79.1210111!16s%2Fg%2F11b76gw8qc!19sChIJW4Ma2lnH1DsRHbd08Cb21i8?authuser=0&hl=en&rclk=1"
"V-TECH SYSTEM","3.0","4","Computer service","Bande plot sq, Umred Rd, opposite Vishal Megha Mart, Nagpur, Maharashtra 440024","","097627 60311","https://www.google.com/maps/place/V-TECH+SYSTEM/data=!4m7!3m6!1s0x3bd4b9dd8d7de781:0xd727f75a536b9b5e!8m2!3d21.1240968!4d79.1175358!16s%2Fg%2F11h4nbltgb!19sChIJged9jd251DsRXptrU1r3J9c?authuser=0&hl=en&rclk=1"
"LaxZenith Soft Tech","3.0","2","Software company","","https://laxzenith.com/","091751 29361","https://www.google.com/maps/place/LaxZenith+Soft+Tech/data=!4m7!3m6!1s0x3bd4b8912de0cd07:0x89a2ae6aab5a2df8!8m2!3d21.1132483!4d79.1415844!16s%2Fg%2F11clsx8g51!19sChIJB83gLZG41DsR-C1aq2quook?authuser=0&hl=en&rclk=1"
"Wizgle Technology Consulting Private Limited","5.0","13","Software company","9, Whitefields, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015","","0712 355 7602","https://www.google.com/maps/place/Wizgle+Technology+Consulting+Private+Limited/data=!4m7!3m6!1s0x3bd4bfdba177919d:0x2b33bd350b76d8c5!8m2!3d21.0879045!4d79.0759414!16s%2Fg%2F11mvzs0jwb!19sChIJnZF3odu_1DsRxdh2CzW9Mys?authuser=0&hl=en&rclk=1"
"Ask Technologies","4.5","237","Computer repair service","67, Opp. Canara Bank, Mankapur Ring Rd, Pratap Nagar, Nagpur, Maharashtra 440022","","093732 23331","https://www.google.com/maps/place/Ask+Technologies/data=!4m7!3m6!1s0x3bd4bf8673f0fa15:0x97324145c1dd9c75!8m2!3d21.1136482!4d79.059859!16s%2Fg%2F11b7jgh6hp!19sChIJFfrwc4a_1DsRdZzdwUVBMpc?authuser=0&hl=en&rclk=1"
"ThinkerSteps Technologies Pvt LTD","4.2","14","Software company","P/No. 13, Near Kalode College, opp. Shyamsundar Residency 3, Jaywant Nagar, Nagpur, Maharashtra 440026","https://www.thinkersteps.com/","095798 08831","https://www.google.com/maps/place/ThinkerSteps+Technologies+Pvt+LTD/data=!4m7!3m6!1s0x3bd4bf469993ed0d:0x90a8709b9692af5d!8m2!3d21.0969201!4d79.0891252!16s%2Fg%2F11f_g217zf!19sChIJDe2TmUa_1DsRXa-SlptwqJA?authuser=0&hl=en&rclk=1"
"Skyline Line Soft Tech Solutions","","","Software company","273, Nandanvan, Nagpur, Maharashtra 440024","","098600 84828","https://www.google.com/maps/place/Skyline+Line+Soft+Tech+Solutions/data=!4m7!3m6!1s0x3bd4c744e176a347:0x5509bf4b3b7777e0!8m2!3d21.1373676!4d79.124!16s%2Fg%2F11b6tpxkm4!19sChIJR6N24UTH1DsR4Hd3O0u_CVU?authuser=0&hl=en&rclk=1"
"Bushel Technologies Pvt. Ltd.","","","Software company","112-B, Lokmat Bhawan, Ramdaspeth, Nagpur, Maharashtra 440012","https://www.bushel.co.in/","074481 20950","https://www.google.com/maps/place/Bushel+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3bd4c091d1f8f1f7:0xcc7b1005101534f3!8m2!3d21.1354665!4d79.0780315!16s%2Fg%2F11h5dsxyrg!19sChIJ9_H40ZHA1DsR8zQVEAUQe8w?authuser=0&hl=en&rclk=1"
"Tech Explorers","3.7","3","Computer service","NIT complex, Shop No. F49, flyover, near Sakkardara, Ayurvedic Layout, Nagpur, Maharashtra 440024","","","https://www.google.com/maps/place/Tech+Explorers/data=!4m7!3m6!1s0x3bd4bf4640bf8a1d:0xd3d9e72af0f226bf!8m2!3d21.12444!4d79.1160646!16s%2Fg%2F11frmxjvpv!19sChIJHYq_QEa_1DsRvyby8Crn2dM?authuser=0&hl=en&rclk=1"
"Pegasus Technologies & Software Private Limited","4.3","53","Training centre","Plot No. 43, Kabir Nagar, Mire Layout, Nandanvan, Nagpur, Maharashtra 440009","http://pegasustechnologies.org/","098235 20987","https://www.google.com/maps/place/Pegasus+Technologies+%26+Software+Private+Limited/data=!4m7!3m6!1s0x3bd4c75712ca60c9:0x3e69f4c247c93630!8m2!3d21.1273428!4d79.1195568!16s%2Fg%2F1q67vftf2!19sChIJyWDKElfH1DsRMDbJR8L0aT4?authuser=0&hl=en&rclk=1"
"Accelgrowth Technology Pvt Ltd","4.8","27","Software company","New Sahakar Nagar Rd, New Diamond Nagar, Shaktimata Nagar, Kharbi, Nagpur, Maharashtra 440017","","","https://www.google.com/maps/place/Accelgrowth+Technology+Pvt+Ltd/data=!4m7!3m6!1s0x3bd4c7f3fb75c539:0xad042f123e0dec0c!8m2!3d21.129801!4d79.1318462!16s%2Fg%2F11qqfch_4k!19sChIJOcV1-_PH1DsRDOwNPhIvBK0?authuser=0&hl=en&rclk=1"
"Sinfolix Technologies","5.0","142","Software company","Plot no 13, Birasa Nagar, Umred Rd, Dighori, Nagpur, Maharashtra 440034","https://sinfolix.com/","073857 61537","https://www.google.com/maps/place/Sinfolix+Technologies/data=!4m7!3m6!1s0x3bd4b969be3229c3:0x9242a75f991e7c57!8m2!3d21.1148539!4d79.133988!16s%2Fg%2F11kjcltq9q!19sChIJwykyvmm51DsRV3wemV-nQpI?authuser=0&hl=en&rclk=1"
"NextVision Technology","5.0","27","Computer repair service","Plot 1, Hudkeshwar Rd, Chandrakiran Nagar, Nagpur, Maharashtra 440034","","089995 16507","https://www.google.com/maps/place/NextVision+Technology/data=!4m7!3m6!1s0x3bd4b9af2ea8676f:0x5826b695706ee9d4!8m2!3d21.0954096!4d79.1223751!16s%2Fg%2F11js4g5kcl!19sChIJb2eoLq-51DsR1OlucJW2Jlg?authuser=0&hl=en&rclk=1"
"Cluematrix Technologies Pvt.Ltd","4.9","12","Software company","Plot No. 25, Vaishnavi Nagar, Vikasanand Mission Co, opp Society, Kharbi, Nagpur, Maharashtra 440034","http://www.cluematrix.com/","","https://www.google.com/maps/place/Cluematrix+Technologies+Pvt.Ltd/data=!4m7!3m6!1s0x3bd4b96a344ef295:0xf7f324a60ae28f0b!8m2!3d21.1205817!4d79.1441762!16s%2Fg%2F11lgrrg7pc!19sChIJlfJONGq51DsRC4_iCqYk8_c?authuser=0&hl=en&rclk=1"
"Madrocket Technologies & Media","4.3","7","Software company","1st floor, plot no 17, mahapushpa society, behind lohar samaj bhawan, BabulKheda, Badil Kheda, Nagpur, Maharashtra 440027","https://madrocket.co.in/","095612 99488","https://www.google.com/maps/place/Madrocket+Technologies+%26+Media/data=!4m7!3m6!1s0x3bd4bf6a5657a20f:0x1e4346487f7ceac!8m2!3d21.100901!4d79.0847129!16s%2Fg%2F11c1pcsbp_!19sChIJD6JXVmq_1DsRrM73h2Q05AE?authuser=0&hl=en&rclk=1"
"Nedient Technology Pvt. Ltd","4.5","2","Software company","4, Shivshakti Apartment, Bhagwan Nagar Rd, beside Landmark -Ram dairy and laziz food biryani, Banarjee Layout, NALANDA NAGAR, Rameshwari, Nagpur, Maharashtra 440027","https://nedient.in/","","https://www.google.com/maps/place/Nedient+Technology+Pvt.+Ltd/data=!4m7!3m6!1s0x3bd4bf30e4c57451:0xd5a9a5d535763a2c!8m2!3d21.1124637!4d79.0945433!16s%2Fg%2F11vl0nhh2t!19sChIJUXTF5DC_1DsRLDp2NdWlqdU?authuser=0&hl=en&rclk=1"
"Antsglobe Technologies","3.6","49","Website designer","1st Floor, 379, opposite Zero Mile Metro Station, Sitabuldi, Nagpur, Maharashtra 440012","https://www.antsglobe.com/","097669 14044","https://www.google.com/maps/place/Antsglobe+Technologies/data=!4m7!3m6!1s0x3bd4c72ac0000103:0x762db129c74dc4b9!8m2!3d21.1465253!4d79.0815398!16s%2Fg%2F126180lc9!19sChIJAwEAwCrH1DsRucRNxymxLXY?authuser=0&hl=en&rclk=1"
"KSTAR TECHNOLOGY Nagpur Software & Website Development Agency","5.0","1","Software company","32-A, Wardha Rd, Chatrapati Square, Pragati Colony, Nagpur, Maharashtra 440015","","097663 13023","https://www.google.com/maps/place/KSTAR+TECHNOLOGY+Nagpur+Software+%26+Website+Development+Agency/data=!4m7!3m6!1s0x3bd4bf799f6aaaab:0x729444194212d7f2!8m2!3d21.1110313!4d79.0705675!16s%2Fg%2F11j8kk40_k!19sChIJq6pqn3m_1DsR8tcSQhlElHI?authuser=0&hl=en&rclk=1"
